X,Y,full_id,attributio,boundary,health_lev,name,ref,ref_dhis2,alt_name
15.3203146811139,-4.34943551891015,r10722170,Référentiel Géographique Commun (RGC.cd),health,6,Kalamu II,,Z3DMBdrM8Df,
15.2667589339139,-4.34285537791116,r10722205,Référentiel Géographique Commun (RGC.cd),health,6,Kintambo,,oeP2sQLMCuy,
16.1844520092914,-4.48220840919882,r10722957,Référentiel Géographique Commun (RGC.cd),health,6,Maluku II,,nq4LAyXUm8a,
15.3118379678382,-4.32185416494214,r10723174,Référentiel Géographique Commun (RGC.cd),health,6,Kinshasa,,xZy8t34pvs6,
22.3674503752105,-8.34550610118237,r10723470,Référentiel Géographique Commun (RGC.cd),health,6,Kapanga,,qdhfi48INZJ,
23.2801268614145,-8.55519591922624,r10723611,Référentiel Géographique Commun (RGC.cd),health,6,Kalamba,,Ux1WH67fWJJ,
22.5531211890531,-9.38635512031672,r10723676,Référentiel Géographique Commun (RGC.cd),health,6,Sandoa,,yIYFKwCgYVZ,
23.5428189949737,-6.08384109544476,r10724074,Référentiel Géographique Commun (RGC.cd),health,6,Mpokolo,,v4bwDhzBFks,
23.6109519481305,-6.11571979356933,r10724106,Référentiel Géographique Commun (RGC.cd),health,6,Kansele,,HN9etyIXrEE,
23.6208858163112,-6.1306434954077,r10724168,Référentiel Géographique Commun (RGC.cd),health,6,Dibindi,,Z5I1TvCKVcG,
23.6070101525548,-6.13463276618496,r10724280,Référentiel Géographique Commun (RGC.cd),health,6,Lubilanji,,FvSLntNvpao,
23.5517522643862,-6.13626016365007,r10724352,Référentiel Géographique Commun (RGC.cd),health,6,Nzaba,,amSVlGShY91,
23.5762215225929,-6.09018231233779,r10724412,Référentiel Géographique Commun (RGC.cd),health,6,Bipemba,,xx5xiY5vVBa,
22.5920356751408,-10.5669102955227,r10725722,Référentiel Géographique Commun (RGC.cd),health,6,Dilolo,,kwvvScW5Xgj,
29.1801850214783,-1.65377148828765,r10726014,Référentiel Géographique Commun (RGC.cd),health,6,Goma,,t8tjGKVhkl3,
15.8262452463225,-4.4893580958379,r10727735,Référentiel Géographique Commun (RGC.cd),health,6,Maluku I,,tkbMhp2kIT2,
20.8714864867077,-6.91815909794144,r10727961,Référentiel Géographique Commun (RGC.cd),health,6,Kamonia,,BTGp4czwZRN,
24.6227472162524,-10.7270412611929,r10728006,Référentiel Géographique Commun (RGC.cd),health,6,Mutshatsha,,S0Ne5rWQhxw,
